Field,RA,DEC,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-s31s40,68.49,-40.14,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0,58843.0
SPLUS-s31s41,70.25,-40.14,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0,58818.0
SPLUS-s31s42,72.0,-40.14,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0,58814.0
SPLUS-s31s44,316.1,-40.14,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58364.0,58803.0
SPLUS-s31s45,317.85,-40.14,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0
SPLUS-s31s58,340.68,-40.14,58408.0,58408.0,58408.0,58408.0,58408.0,58755.0,58408.0,58755.0,58755.0,58755.0,58755.0,58755.0
SPLUS-s32s22,37.61,-41.45,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0
SPLUS-s32s28,48.36,-41.45,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0
SPLUS-s32s29,50.15,-41.45,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0
SPLUS-s32s30,51.94,-41.45,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0
SPLUS-s32s31,53.73,-41.45,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0
SPLUS-s32s32,55.52,-41.45,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0
SPLUS-s32s33,57.31,-41.45,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0
SPLUS-s32s34,59.1,-41.45,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0
SPLUS-s32s35,60.9,-41.45,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0
SPLUS-s32s36,62.69,-41.45,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0
SPLUS-s32s37,64.48,-41.45,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0
SPLUS-s32s38,66.27,-41.45,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0
SPLUS-s32s39,68.06,-41.45,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0
SPLUS-s32s40,69.85,-41.45,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0
SPLUS-s32s41,71.64,-41.45,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0,58817.0
SPLUS-s32s42,73.43,-41.45,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0
SPLUS-s32s43,315.23,-41.45,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0
SPLUS-s32s44,317.02,-41.45,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0,58676.0
SPLUS-s32s45,318.8,-41.45,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0,58721.0
SPLUS-s32s65,354.63,-41.45,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0
SPLUS-s33s06,9.14,-42.76,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0,58407.0
SPLUS-s33s29,51.17,-42.76,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0
SPLUS-s33s30,53.0,-42.76,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0
SPLUS-s33s31,54.82,-42.76,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0
SPLUS-s33s32,56.65,-42.76,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0
SPLUS-s33s33,58.48,-42.76,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0
SPLUS-s33s34,60.3,-42.76,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0
SPLUS-s33s35,62.13,-42.76,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0
SPLUS-s33s36,63.96,-42.76,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0
SPLUS-s33s37,65.79,-42.76,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0
SPLUS-s33s38,67.61,-42.76,58866.0,58866.0,58866.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0,58863.0
SPLUS-s33s39,69.44,-42.76,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0
SPLUS-s33s40,71.27,-42.76,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0
SPLUS-s33s41,73.1,-42.76,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0,58815.0
SPLUS-s33s42,74.93,-42.76,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0
SPLUS-s33s43,316.14,-42.76,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0,58640.0
SPLUS-s33s44,317.97,-42.76,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0
SPLUS-s34s21,37.3,-44.07,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0,58823.0
SPLUS-s34s28,50.36,-44.07,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0
SPLUS-s34s29,52.23,-44.07,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0
SPLUS-s34s30,54.09,-44.07,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0
SPLUS-s34s31,55.96,-44.07,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0
SPLUS-s34s32,57.83,-44.07,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0
SPLUS-s34s33,59.69,-44.07,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0
SPLUS-s34s34,61.55,-44.07,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0
SPLUS-s34s35,63.42,-44.07,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0
SPLUS-s34s36,65.28,-44.07,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0
SPLUS-s34s37,67.15,-44.07,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0,58864.0
SPLUS-s34s38,69.02,-44.07,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0
SPLUS-s34s39,70.88,-44.07,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0
SPLUS-s34s40,72.75,-44.07,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0,58825.0
SPLUS-s34s41,74.61,-44.07,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58756.0,58103.0,58756.0,58756.0
SPLUS-s34s42,315.23,-44.07,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0
SPLUS-s34s43,317.1,-44.07,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0
SPLUS-s35s28,51.43,-45.37,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-s35s29,53.33,-45.37,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0
SPLUS-s35s30,55.24,-45.37,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0
SPLUS-s35s31,57.14,-45.37,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0
SPLUS-s35s32,59.05,-45.37,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0
SPLUS-s35s33,60.95,-45.37,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0
SPLUS-s35s34,62.86,-45.37,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0
SPLUS-s35s35,64.76,-45.37,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0
SPLUS-s35s36,66.67,-45.37,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0
SPLUS-s35s37,68.57,-45.37,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0
SPLUS-s35s38,70.48,-45.37,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0
SPLUS-s35s39,72.38,-45.37,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0
SPLUS-s35s40,74.29,-45.37,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0
SPLUS-s35s41,316.19,-45.37,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0
SPLUS-s35s45,323.81,-45.37,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0
SPLUS-s36s17,31.3,-46.67,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0,58824.0
SPLUS-s36s28,52.83,-46.67,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0
SPLUS-s36s29,54.78,-46.67,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s36s30,56.74,-46.67,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0
SPLUS-s36s31,58.7,-46.67,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0
SPLUS-s36s32,60.65,-46.67,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0,59173.0
SPLUS-s36s33,62.61,-46.67,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0,59172.0
SPLUS-s36s34,64.57,-46.67,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0,59169.0
SPLUS-s36s35,66.52,-46.67,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0,59170.0
SPLUS-s36s36,68.48,-46.67,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0
SPLUS-s36s37,70.43,-46.67,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0
SPLUS-s36s38,72.39,-46.67,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0
SPLUS-s36s39,74.35,-46.67,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0
SPLUS-s36s40,315.0,-46.67,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0
SPLUS-s36s41,316.96,-46.67,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0,58705.0
SPLUS-s36s48,330.65,-46.67,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0,59348.0
SPLUS-s37s20,38.0,-47.97,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s37s28,54.0,-47.97,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0
SPLUS-s37s29,56.0,-47.97,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0
SPLUS-s37s30,58.0,-47.97,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0
SPLUS-s37s31,60.0,-47.97,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0,59188.0
SPLUS-s37s32,62.0,-47.97,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0
SPLUS-s37s33,64.0,-47.97,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0
SPLUS-s37s34,66.0,-47.97,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0,59176.0
SPLUS-s37s35,68.0,-47.97,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0,59174.0
SPLUS-s37s36,70.0,-47.97,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0
SPLUS-s37s37,72.0,-47.97,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0,58874.0
SPLUS-s37s38,74.0,-47.97,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0
SPLUS-s37s39,316.0,-47.97,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0
SPLUS-s37s44,326.0,-47.97,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0
SPLUS-s38s05,8.18,-49.27,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0
SPLUS-s38s27,53.18,-49.27,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0
SPLUS-s38s28,55.23,-49.27,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0
SPLUS-s38s29,57.27,-49.27,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0
SPLUS-s38s30,59.32,-49.27,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0
SPLUS-s38s31,61.36,-49.27,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0
SPLUS-s38s32,63.41,-49.27,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0
SPLUS-s38s33,65.45,-49.27,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0
SPLUS-s38s34,67.5,-49.27,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0,59178.0
SPLUS-s38s35,69.55,-49.27,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0,59175.0
SPLUS-s38s36,71.59,-49.27,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0
SPLUS-s38s37,73.64,-49.27,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0,58837.0
SPLUS-s38s38,315.0,-49.27,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0
SPLUS-s38s47,333.41,-49.27,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0
SPLUS-s39s20,40.0,-50.56,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0
SPLUS-s39s24,48.42,-50.56,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0,59249.0
SPLUS-s39s25,50.52,-50.56,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0,59250.0
SPLUS-s39s27,54.74,-50.56,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0
SPLUS-s39s28,56.84,-50.56,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0
SPLUS-s39s29,58.95,-50.56,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0
SPLUS-s39s30,61.05,-50.56,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0
SPLUS-s39s31,63.16,-50.56,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0,59192.0
SPLUS-s39s32,65.26,-50.56,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0
SPLUS-s39s33,67.37,-50.56,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0
SPLUS-s39s34,69.48,-50.56,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0
SPLUS-s39s35,71.58,-50.56,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0,59177.0
SPLUS-s39s36,73.68,-50.56,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0
SPLUS-s39s37,315.79,-50.56,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0
SPLUS-s39s38,317.9,-50.56,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0,59345.0
SPLUS-s40s17,34.7,-51.85,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0,59433.0
SPLUS-s40s26,54.22,-51.85,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0
SPLUS-s40s27,56.39,-51.85,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0
SPLUS-s40s28,58.55,-51.85,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0
SPLUS-s40s29,60.72,-51.85,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s40s30,62.89,-51.85,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0
SPLUS-s40s31,65.06,-51.85,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0,59189.0
SPLUS-s40s32,67.23,-51.85,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0
SPLUS-s40s33,69.4,-51.85,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0,59191.0
SPLUS-s40s34,71.57,-51.85,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0,59190.0
SPLUS-s40s35,73.73,-51.85,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0
SPLUS-s41s26,55.55,-53.14,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0
SPLUS-s41s27,57.78,-53.14,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0
SPLUS-s41s28,60.0,-53.14,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0
SPLUS-s41s29,62.22,-53.14,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s41s30,64.45,-53.14,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0
SPLUS-s41s31,66.67,-53.14,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0
SPLUS-s41s32,68.89,-53.14,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0
SPLUS-s41s33,71.11,-53.14,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0,59194.0
SPLUS-s41s34,73.33,-53.14,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0
SPLUS-s42s20,43.57,-54.43,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0,59254.0
SPLUS-s42s25,55.03,-54.43,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0,59233.0
SPLUS-s42s26,57.33,-54.43,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0
SPLUS-s42s27,59.62,-54.43,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0,59218.0
SPLUS-s42s28,61.91,-54.43,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0
SPLUS-s42s29,64.2,-54.43,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0
SPLUS-s42s30,66.5,-54.43,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0
SPLUS-s42s31,68.79,-54.43,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0
SPLUS-s42s32,71.08,-54.43,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0,59193.0
SPLUS-s42s33,73.38,-54.43,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0
SPLUS-s42s34,316.43,-54.43,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0,57998.0
SPLUS-s42s51,355.41,-54.43,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0,59405.0
SPLUS-s43s21,47.37,-55.71,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0,58408.0
SPLUS-s43s22,49.74,-55.71,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0
SPLUS-s43s24,54.48,-55.71,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0
SPLUS-s43s25,56.84,-55.71,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0
SPLUS-s43s26,59.21,-55.71,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0
SPLUS-s43s27,61.58,-55.71,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-s43s28,63.95,-55.71,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0
